ganm_id,term,gloss,chapter_id,strophe_id,is_phrase
ganm_2364,წაედითო,წადითო.,18,455,False
ganm_2365,მოვა,მოდის.,18,455,False
ganm_2366,ამად,ამიტომ.,18,455,False
ganm_2367,ნუთუ,ვაი თუ.,18,455,False
ganm_2368,სრულად,სულ.,18,455,False
ganm_2369,ამოგვწყვიდნეს,ამოგვწყვიტოს.,18,455,False
ganm_2370,სპამან,ჯარმა.,18,455,False
ganm_2371,რომელნი,რომლებიც.,18,456,False
ganm_2372,წამომეტანნეს,წამომეყვანა.,18,456,False
ganm_2373,რა ეცნა,რომ გაეგოთ.,18,456,True
ganm_2374,წამოსრულიყვნეს,წამოსულიყვნენ.,18,456,False
ganm_2375,ღამე-წამორთვით ეარა,ღამეც ევლოთ.,18,456,True
ganm_2376,დაიტევდა,იტევდა.,18,456,False
ganm_2377,არე მთათა ეარა,"მთათა არე თავის არედ გაეხადათ, მთასაც მოსდებოდნენ.",18,456,True
ganm_2378,გამოჩნდეს,გამოჩნდნენ.,18,456,False
ganm_2379,სცემდეს ტაბლაკსა,დოლს უკრავდნენ.,18,456,True
ganm_2381,ხმა გააზეარა,"ხმა აამაღლა, ძლიერ ახმაურდა.",18,456,True
ganm_2382,იგი ნახეს,ეს დაინახეს (ხატაელებმა).,18,457,True
ganm_2383,გაემართნეს,"გაემართნენ, გაბრუნდნენ.",18,457,False
ganm_2384,გარდავვლენით,"გადავიარეთ. ამ ტაეპიდან ჩანს, რომ აქამდე ტარიელი და მისი მცირე რაზმი ბრძოლით უკან იხევდნენ, ახლა კი მტერს კვლავ შეუტიეს.",18,457,False
ganm_2386,სპანი,ჯარისკაცები.,18,457,False
ganm_2387,ყველაკანი,ყველანი.,18,457,False
ganm_2389,მოვკლენით,დავხოცეთ.,18,457,False
ganm_2390,მოესწრნეს,მოეწივნენ.,18,458,False
ganm_2391,მათ გაქცეულთა,გაქცეულებს.,18,458,True
ganm_2392,პყრობა,დაჭერა.,18,458,False
ganm_2394,მიჰხვდა,"ჰხვდათ, ერგოთ.",18,458,False
ganm_2395,ნაცვალი,სამაგიერო.,18,458,False
ganm_2396,ძილ-მკრთალთა,"ძილ–გატეხილებს. ტაეპის აზრია: ლაშქარს ძილი არ დასცალდა, სამაგიეროდ ახლა ტყვეთა წაყვანისა და ალაფის აღების შესაძლებლობა მიეცა.",18,458,False
ganm_2397,მრთელთაცა,ჯანსაღებს.,18,458,False
ganm_2398,სნეულთა,ავადმყოფებს. აქ: დაჭრილებს.,18,458,False
ganm_2399,მას ადგილსა,იმ ადგილას.,18,459,True
ganm_2400,გარდავხედით,ცხენებიდან ჩამოვხდით.,18,459,False
ganm_2401,მოსვენებად,მოსასვენებლად.,18,459,False
ganm_2402,დავეკოდე,დავეჭერი.,18,459,False
ganm_2404,სპანი,ჯარისკაცები.,18,459,False
ganm_2405,მოვიდიან,მოდიოდნენ.,18,459,False
ganm_2406,საჭვრეტლად,"სანახავად, შესახედად.",18,459,False
ganm_2407,ვერ იტყვიან,ვერ ამბობენ.,18,459,True
ganm_2408,ვერ მიმხვდარან ქებასაცა მოხსენებად,ქების თქმა ვერც კი მოუხერხებიათ. ტაეპის აზრია: ჯარისკაცები ჩემს საქებრად სიტყვებს ვერ პოულობენ.,18,459,True
ganm_2409,ეყოფოდეს,ეყოფოდნენ.,18,460,False
ganm_2410,რომე,რომ.,18,460,False
ganm_2411,მჭირდეს,"აქ: მქონდა, წილად მხვდა.",18,460,False
ganm_2412,შორით,შორიდან.,18,460,False
ganm_2413,დამლოციან,მლოცავდნენ.,18,460,False
ganm_2414,კოცნად გამიპირდეს,საკოცნელად მოვიდნენ.,18,460,True
ganm_2410,რომე,რომ.,18,460,False
ganm_2415,ამიტირდეს,ამიტირდნენ.,18,460,False
ganm_2416,განაკვეთნი,გაჭრილნი (იგულისხმება: ჩემი ხმლით გაჭრილი მებრძოლები და აბჯრები).,18,460,False
ganm_2417,ნახნეს,ნახეს.,18,460,False
ganm_2418,გაუკვირდეს,გაუკვირდათ (ჩემი გაჭრილის ნახვა).,18,460,False
ganm_2419,ყოვლგან,ყველგან.,18,461,False
ganm_2420,ალაფი,სამხედრო ნადავლი.,18,461,False
ganm_2421,ერთობ,"ერთიანად, სულ.",18,461,False
ganm_2423,სისხლთა მებრძოლთა ჩემთასა,"ჩემ შემბრძოლებელთა, წინააღმდეგობის გამწევთა სისხლს.",18,461,True
ganm_2424,ვჰბრძოლე,"ვეომე, ვებრძოლე.",18,461,False
ganm_2425,ვარქვი,ვუთხარი.,18,462,False
ganm_2426,შემიგნია,"გამიგია, მივმხვდარვარ.",18,462,False
ganm_2427,სამუხთალე,"მუხთალი, ვერაგული, საღალატო.",18,462,False
ganm_2428,აწ ეგრეცა,ახლა მაინც.,18,462,True
ganm_2429,თავი გამოიმართალე,"შენი გაფუჭებული საქმე გამოასწორე, დანაშაული გამოისყიდე.",18,462,True
ganm_2430,სიმაგრეთა,ციხეებს.,18,462,False
ganm_2431,მომათვალე,"ჩამაბარე, გადმომეცი! იგულისხმება, რომ დატყვევებულ რამაზს მისი მეციხოვნე ჯარები ჯერ კიდევ ემორჩილებიან.",18,462,False
ganm_2432,თვარა,თორემ.,18,462,False
ganm_2433,შეცოდება,დანაშაული.,18,462,False
ganm_2434,მემცა ზედა რად წავსთვალე,"მე ზედ რაღად მივათვალო? იგულისხმება: რად გინდა, რომ შენს დღემდე ჩადენილ დანაშაულებს ეს ახალიც მივათვალო?",18,462,True
ganm_2435,ციხოვანთა,"ციხის მქონე აზნაურებს, რომელნიც ამჟამად ციხეებს იცავენ.",18,463,False
ganm_2436,ყველაკასა,ყველაფერს.,18,463,False
ganm_2437,განაღამცა შენ გაქონე,"დიაღაც, რომ მოგცემ! მოგცემ, ბარემ, და ეგ იქნება!",18,463,True
ganm_2438,სპანი,ჯარი.,18,464,False
ganm_2440,ციხოვანნი,ციხის მქონე აზნაურები (რომელნიც ციხეებს იცავდნენ). ერთობილნი,18,464,False
ganm_2441,ერთობილნი,ყველანი.,18,464,False
ganm_2442,მომცნეს,მომცეს.,18,464,False
ganm_2443,ასრე,ასე.,18,464,False
ganm_2444,შევანანენ,შევანანე.,18,464,False
ganm_2445,საჭურჭლენი,"სიმდიდრენი (იგულისხმება, ციხეებიდან დავლად წამოღებული სიმდიდრე).",18,464,False
ganm_2446,რასმცა ვითა დავაგვანენ,რას შევადარებ? რას მივამსგავსო?,18,464,True
ganm_2447,შევე,შევედი.,18,465,False
ganm_2448,მოვლად,"მოსავლელად, დასათვალიერებლად.",18,465,False
ganm_2449,მოსათვალავად,"დასაპატრონებლად; იმისათვის, რომ ჩემგან დაპყრობილი ქვეყანა ჩამებარებინა.",18,465,False
ganm_2450,საჭურჭლეთანი,"აქ: საჭურჭლის, სიმდიდრის საცავებისა.",18,465,False
ganm_2451,ქვეყანა ჩავსხი,აყრილი მოსახლეობა თავის ადგილზე დავაბრუნე.,18,465,True
ganm_2452,უკრძალავად,უშიშრად.,18,465,False
ganm_2453,დაგწვენ,დაგწვით.,18,465,False
ganm_2454,იცოდით,იცოდეთ!,18,465,False
ganm_2455,დაგყარენ,დაგტოვეთ.,18,465,False
ganm_2456,საჭურჭლენი,"სიმდიდრე, განძეული.",18,466,False
ganm_2457,გარდავნახენ,"გადავათვალიერე, მოვინახულე.",18,466,False
ganm_2458,თავის-თავის,სათითაოდ.,18,466,False
ganm_2459,კიდის-კიდე,"ყველგან, (ხატაეთის) ყოველ მხარეში.",18,466,False
ganm_2460,უცხო ფერთა საჭურჭლეთა,"ნაირნაირს, იშვიათს სიმდიდრეს.",18,466,True
ganm_2461,დაშვრები,დაიღლები.,18,466,False
ganm_2462,თუ მოვსთვალვიდე,თუ ჩამოთვლას დავუწყებ.,18,466,True
ganm_2463,ყაბაჩა,მოკლე ქათიბი.,18,466,False
ganm_2464,რიდე,"მოსახვევი, თავსაბურავი.",18,466,False
ganm_2465,თუმცა ჰნახენ,რომ ჰნახო.,18,466,True
ganm_2464,რიდე,"მოსახვევი, თავსაბურავი.",18,466,False
ganm_2467,შევიგენ,მივხვდი.,18,467,False
ganm_2468,ანუ,ან.,18,467,False
ganm_2469,ნაქმარი,გაკეთებული.,18,467,False
ganm_2470,რაულად,როგორ.,18,467,False
ganm_2471,ვუჩვენი,ვუჩვენებდი.,18,467,False
ganm_2472,უკვირდის,უკვირდა.,18,467,False
ganm_2474,ჰგებოდა,ეგო. ლარულად ... ორხაულად. ქსოვოს სხვადასხვა წესებია.,18,467,False
ganm_2475,ვთქვი ცეცხლთა შენართაულად,"ვთქვი, ცეცხლთან შეერთებულია-მეთქი; ცეცხლში ნაწრთობი მეგონა.",18,467,True
ganm_2476,დავსხენ,გადავდე.,18,468,False
ganm_2477,საარმაღნოდ,საჩუქრად.,18,468,False
ganm_2478,წიგნი,წერილი.,19,469,False
ganm_2480,სვე,ბედი.,19,469,False
ganm_2482,თუცა,თუმცა.,19,469,False
ganm_2483,ეცა,"ერგოთ, ჰხვდათ, მიეცათ.",19,469,False
ganm_2485,დასტური,"ნამდვილი, სარწმუნო.",19,469,False
ganm_2486,ამად,ამიტომ.,19,469,False
ganm_2487,შევიპყარ,დავიჭირე.,19,469,False
ganm_2488,მოგივალ,მოვდივარ შენთან.,19,469,False
ganm_2489,ალაფი,ნადავლი.,19,469,False
ganm_2490,ყველაი,ყველაფერი.,19,470,False
ganm_2491,დავიურვე,მოვაგვარე.,19,470,False
ganm_2492,ხატაეთით,ხატაეთიდან.,19,470,False
ganm_2493,წამოვიხვენ,წამოვიღე.,19,470,False
ganm_2494,საჭურჭლენი,"სიმდიდრე, ხაზინა.",19,470,False
ganm_2495,სახელმწიფო,"აქ, როგორც ჩანს, ნიშნავს სამეფო ქონებას.",19,470,False
ganm_2496,დავიავრე,ჩემ ქონებად გავიხადე.,19,470,False
ganm_2498,მოვეყავ,"გავწვდი, ავუვედი.",19,470,False
ganm_2499,აზავრები,საკიდარი ხარები.,19,470,False
ganm_2501,მოვირჭვენ,"გავიმარჯვე, ძლევით შევიმოსე.",19,470,False
ganm_2502,მოვივლინე,"განვდიდდი, გავლაღდი, ძალა-უფლება მოვიმატე.",19,470,False
ganm_2503,აგრე ვყავ-რე,ასე ვქენი (როგორც მინდოდა).,19,470,True
ganm_2504,მომყვანდა,მომყავდა.,19,471,False
ganm_2505,მივე,მივედი.,19,471,False
ganm_2506,მეგება,მომეგება. გამზრდელი. ლაპარაკია მეფეზე.,19,471,False
ganm_2507,წბილია,სასირცხვილოა.,19,471,False
ganm_2508,ხელი გამიხსნა,იგულისხმება: შეხვეული ჭრილობა გამიხსნა.,19,471,True
ganm_2509,ლბილი,რბილი.,19,471,False
ganm_2510,ედგნეს,ედგა.,19,472,False
ganm_2512,ჭვრეტისა,"ნახვის, ცქერის.",19,472,False
ganm_2513,მას მონდომილსა,"მონატრულს, მოწადინებულს.",19,472,True
ganm_2514,მას დღესა,იმ დღეს.,19,472,True
ganm_2515,ედვა ნადიმი,"ჰქონდა ნადიმი, წვეულება.",19,472,True
ganm_2516,მას შიგან გარდახდომილსა,"მასში (ამ კარვებში) ჩამომხდარს, დაბანაკებულს.",19,472,True
ganm_2517,მიჭვრეტდა,მიცქეროდა.,19,472,False
ganm_2518,წინაშე,თავის წინ.,19,472,False
ganm_2519,მას ღამით,იმ ღამეს.,19,473,True
ganm_2520,ვსხედით ნადიმად,ვინადიმეთ.,19,473,True
ganm_2521,მუნ,იქ.,19,473,False
ganm_2522,ამოდ,"სასიამოვნოდ, უშფოთველად.",19,473,False
ganm_2523,მოედნით,მოედნიდან.,19,473,False
ganm_2524,შემომგვარენით,მომიყვანეთ.,19,473,False
ganm_2525,ნამსახურსა,"ღვაწლმოსილს, მეფის წინაშე სამსახურგადახდილს.",19,474,False
ganm_2526,ესე,ეს.,19,474,False
ganm_2527,მამაცისა,"კაცის, ვაჟკაცის.",19,474,False
ganm_2528,მეტის-მეტი,"უდიდესი, განსაკუთრებული.",19,474,False
ganm_2529,სიგულვანე,"აქ: სულგრძელობა, კეთილშობილობა.",19,474,False
ganm_2530,მას მეფესა,იმ მეფეს.,19,475,True
ganm_2531,ჟამიერად,"დროულად, ტაქტიანად.",19,475,False
ganm_2532,უბრძანებდის,ეუბნებოდა.,19,475,False
ganm_2533,მათსა ფერსა,მათ შესაფერს.,19,475,True
ganm_2534,ცისკრად,ცისკარზე.,19,475,False
ganm_2535,მიბრძანებდეს,"მეუბნებოდნენ, მითხრეს. ლაპარაკია მეფეზე. მრ. რიცხვი აქ მეფისადმი მოწიწებას გამოხატავს.",19,475,False
ganm_2536,შეუნდობ,აპატიებ.,19,475,False
ganm_2538,ვინათგან,ვინაიდან.,19,476,False
ganm_2539,მას ღონე-გაცუდებულსა,"იმ ღონეწამხდარს, ხელმოცარულს.",19,476,True
ganm_2540,უბრძანეს,უთხრა. ლაპარაკია მეფეზე. მრ. რიცხვი მეფისადმი მოწიწებას გამოხატავს.,19,476,False
ganm_2541,იცოდი,იცოდე!,19,476,False
ganm_2542,მაგრა,მაგრამ.,19,476,False
ganm_2543,კვლაცაღა,კიდევ.,19,476,False
ganm_2544,გაწბილებულსა,"შერცხვენილს, პირშავს.",19,476,False
ganm_2545,ხარაჯა,ხარკი.,19,477,False
ganm_2546,შეჰკვეთეს,"დააკისრეს, გადასახდელად დაუდგინეს, შეაწერეს. დრაჰკანი ოქროს ფულია.",19,477,False
ganm_2547,კვლა,კიდევ.,19,477,False
ganm_2548,ხატაური,"1. ჩინური ფული, 2. ჩინური ქსოვილი.",19,477,False
ganm_2549,სხვა,"აქ: კიდევ. სტავრა, ატლასი ძვირფასი ქსოვილებია.",19,477,False
ganm_2549,სხვა,"აქ: კიდევ. სტავრა, ატლასი ძვირფასი ქსოვილებია.",19,477,False
ganm_2550,დამოსა,"შემოსა, სამოსელი უბოძა. შემოსვა მეფურ წყალობას გამოხატავდა.",19,477,False
ganm_2551,ხასი,"დიდებული, კარისკაცი.",19,477,False
ganm_2552,უყო რისხვისა ფასია,"აზრი შეიძლება ორგვარად გავიგოთ: 1. რისხვის მაგიერ შეიწყალა, დაასაჩუქრა. 2. შეწყალებით, დასაჩუქრებით ისეთი დამცირება აგემა, რომელიც რისხვას უდრიდა.",19,477,True
ganm_2553,დადრკა,"მოიღუნა, წელში მოიხარა.",19,478,False
ganm_2554,რა,რამე.,19,478,False
ganm_2555,ოდეს,ოდესმე.,19,478,False
ganm_2556,შე-ღა-გცოდო,"კიდევ შეგცოდო, დაგიშავო, დანაშაული ჩავიდინო თქვენს წინაშე. ნაწილაკი „ღა” ჩართულია ზმნასა და ზმნისწინს შორის. განა. აქ, თანამედროვე ქართულისაგან განსხვავებით, დადასტურებას გამოხატავს და არა კითხვას.",19,478,False
ganm_2558,ყველაკაი,ყველა.,19,478,False
ganm_2559,წაიტანა,"წაიყვანა, წაიყოლა.",19,478,False
ganm_2560,ცისკრობს,"აქ: გათენებულია. ერთი აზრი ორი გზითაა გამოხატული: დადებითად (ცისკრობს, რიჟრაჟია) და უარყოფითად („არ დანაღამია”, აღარ ბნელა).",19,479,False
ganm_2562,მას აქათ,მას აქეთ.,19,479,True
ganm_2563,არ დამაშვრალხარ,(თუ) არ დაღლილხარ.,19,479,True
ganm_2564,თუცა დაშვრომის ჟამია,"თუმცა დროა, ბუნებრივია, რომ დაღლილი იყო.",19,479,True
ganm_2565,დარბაზს,მეფის კარზე.,19,480,False
ganm_2566,მივე,მივედი.,19,480,False
ganm_2568,სრულად,სულ.,19,480,False
ganm_2569,არე,მიდამო.,19,480,False
ganm_2570,ქვე ჯდა,იჯდა.,19,480,True
ganm_2571,გაეხარნეს,გაუხარდა.,19,480,False
ganm_2572,იდუმალ,"ჩუმად, მალულად.",19,481,False
ganm_2573,ეუბნა,ელაპარაკა.,19,481,False
ganm_2574,ომით მოსრული,ომიდან მოსული.,19,481,True
ganm_2576,რაზომცა ბნელია,"რაც უნდა „ბნელი”, დანაღვლიანებული იყოს.",19,481,True
ganm_2577,რაცა დაგვედრო საქმნელად,რის გაკეთებასაც დაგავალებ.,19,481,True
ganm_2578,საზოზღნელი,"საგვიანო, დასაყოვნებელი, გადასადები.",19,481,False
ganm_2579,აწ,ახლა.,19,482,False
ganm_2580,ცან,"გაიგე, შეიტყვე!",19,482,False
ganm_2581,ესე მცნებული,"ეს ნაბრძანები. ტაეპის აზრია: მე უკვე უშენოდ გავეცი ბრძანება, ახლა შენც იცოდე, რა ვბრძანე.",19,482,True
ganm_2579,აწ,ახლა.,19,482,False
ganm_2582,"ხე, ედემს ხებული","ხე, ედემის ხედ გაზრდილი. მეტაფორული აღნიშვნაა წერწეტა ტანისა. აქ ლაპარაკია ნესტანზე.",19,482,True
ganm_2583,სრას,სასახლეში.,19,482,False
ganm_2584,შვებული,"მხიარული, გახარებული.",19,482,False
ganm_2585,ეჯი,აქ: მანძილი.,19,483,False
ganm_2588,მჭვრეტელთა,მნახველებს.,19,484,False
ganm_2589,შუკა,ქუჩა.,19,484,False
ganm_2590,მშვენოდეს,მშვენოდნენ.,19,484,False
ganm_2591,ფერმიხდილ-გვარად,ცოტად ფერმიხდილი.,19,484,False
ganm_2592,ვშვენოდი,"მშვენიერი, კარგი სანახავი ვიყავ. ვარდი ადამიანის პირისახის, აგრეთვე, საერთოდ მშვენიერი ადამიანის აღმნიშვნელი მეტაფორაა.",19,484,False
ganm_2593,ბნდებოდის,"ბნდებოდა, ცნობიერებას კარგავდა.",19,484,False
ganm_2594,კატაბა,"სიცრუე, ტყუილი.",19,484,False
ganm_2595,რიდენი,"რიდე, თავსა და პირზე მოსასხამი, პირსაბურავი.",19,485,False
ganm_2596,რომე,აქ: რომელიც.,19,485,False
ganm_2597,მეშოვნნეს,მეშოვა.,19,485,False
ganm_2598,იგი,იგულისხმება: რიდენი.,19,485,False
ganm_2599,მეხვივნეს,მეხვია.,19,485,False
ganm_2600,მშვენოდეს,"მშვენოდა, მიხდებოდა.",19,485,False
ganm_2602,ვახელებ გულსა ხელთასა,ჩემი სილამაზისგან განცვიფრებულთა გულებს კიდევ უფრო ვაცვიფრებ.,19,485,True
ganm_2603,გარდახდა,ცხენიდან გადმოვიდა.,19,485,False
ganm_2604,ელვა,"1. ელვა, 2. სხივი, შუქი. ტაეპის აზრია: შევხედე (ნესტანს) და მისი მზეებრ ნათელი ღაწვების (ლოყების) სხივოსნობამ შემაკრთო, სული შემტაცა.",19,485,False
ganm_2605,მას მზესა,იმ მზეს (ლაპარაკია ნესტანზე).,19,486,True
ganm_2606,ემოსნეს,ეცვა.,19,486,False
ganm_2607,ჯუბა,კაბა.,19,486,False
ganm_2608,უთქს,უდგას.,19,486,False
ganm_2609,ხადუმთა,"მოსამსახურეთა, საჭურისთა.",19,486,False
ganm_2610,დას-დასად,"გუნდ-გუნდად. უბან-უბანი, როგორც ჩანს, უნდა გავიგოთ, როგორც „ გუნდ-გუნდად, ჯგუფ-ჯგუფად „.",19,486,False
ganm_2613,უბანი,1. ქუჩა. 2. უბანი.,19,486,False
ganm_2611,სრულად,"სულ, მთლად.",19,486,False
ganm_2612,შუკა,"ქუჩა, გზა.",19,486,False
ganm_2613,უბანი,1. ქუჩა. 2. უბანი.,19,486,False
ganm_2614,მუნ,იქ.,19,486,False
ganm_2615,ვარდსა,"ნაზი პირისახის, კერძოდ, ლოყების აღმნიშვნელი მეტაფორაა.",19,486,False
ganm_2613,უბანი,1. ქუჩა. 2. უბანი.,19,486,False
ganm_2618,დაკოდილსა,დაჭრილს.,19,487,False
ganm_2620,ვითა,როგორც.,19,487,False
ganm_2621,ღაწვი,ლოყა.,19,487,False
ganm_2622,დამილება,"დამილურჯა. საერთო აზრია: დედოფალმა ისე მაგრად გადამკოცნა, რომ ლოყა დამილურჯა.",19,487,False
ganm_2623,ნუ ეჭვ,"ნუ მოელი, ნუ გგონია.",19,487,True
ganm_2624,თუმცა მტერი შე-ღა-გება,"რომ მტერი კიდევ შეგებმის, შეგებრძოლება. ნაწილაკი „ღა” ჩართულია ზმნასა და ზმნისწინს შორის.",19,487,True
ganm_2625,მუნ,იქ.,19,488,False
ganm_2626,სადა,სადაც.,19,488,False
ganm_2628,სხვად არად მეუბნებოდა,"სხვა მხრივ (გარდა იმისა, რომ მალულად მიცქეროდა), არ მელაპარაკებოდა, არაფერს მანიშნებდა.",19,488,True
ganm_2629,მოვსწყვიდნი,(რომ) მოვწყვეტდი ხოლმე.,19,488,False
ganm_2630,მეარმებოდა,"არმად მიხდებოდა, აღარ მეხალისებოდა ხოლმე.",19,488,False
ganm_2631,მსგავსი,შესაფერი.,19,489,False
ganm_2632,მათისა,ლაპარაკია მეფე–დედოფალზე.,19,489,False
ganm_2633,ძალისა,შეძლებისა.,19,489,False
ganm_2634,ფეროზი,"ფირუზი. ტაეპის აზრია: მეფემ ბრძანა, თვით მთვრალებიც კი სუფრასთან დაეტოვებინათ, მათი მასპინძლობა განეგრძოთ.",19,489,False
ganm_2635,მუნ,იქ.,19,490,False
ganm_2636,შვებასა,"სიხარულს, ბედნიერებას.",19,490,False
ganm_2637,"რა შემომხედნის, შევხედნი",რომ შემომხედავდა და შევხედავდი ხოლმე.,19,490,True
ganm_2638,ცეცხლმან დამიწყის შრეტასა,"ცეცხლი ქრობას დამიწყებდა ხოლმე, ტანჯვა მინელდებოდა.",19,490,True
ganm_2639,კრძალვა,რიდი.,19,490,False
ganm_2640,ვაწვევდი,"მოვუწოდებდი. ტაეპის აზრია: ჩემს შმაგსა და რეტდასხმულ გულს მოვუწოდებდი, გარშემო მყოფ ხალხს დაჰრიდებოდა, თავისი განცდა არ გაემჟღავნებინა.",19,490,False
ganm_2641,უამე,უფრო სასიამოვნო.,19,490,False
ganm_2643,დააგდეს,"შეწყვიტეს, მიატოვეს.",19,491,False
ganm_2644,მუტრიბთა,"მუსიკოსებმა, მომღერლებმა.",19,491,False
ganm_2645,სულეთ,გაჩუმდით.,19,491,False
ganm_2646,თავი ხარიან,"თავი დახარა (მეფემ), თავის დახრით ანიშნა მუსიკოსებს გაჩუმება.",19,491,True
ganm_2647,ვით,როგორ.,19,491,False
ganm_2647,ვით,როგორ.,19,491,False
ganm_2648,ნეტარძი გვაქვსო,ნეტარება გვაქვსო.,19,491,True
ganm_2649,მებრძოლნი,"მოწინააღმდეგენი, მტრები.",19,491,False
ganm_2650,მით,"ამიტომ, ამის გამო.",19,491,False
ganm_2651,ვაგლახ არიან,"ვაებენ, უბედურებაში არიან.",19,491,True
ganm_2652,მართალან,მართალნი არიან.,19,491,False
ganm_2653,ცუდად,"ტყუილად, უსაფუძვლოდ.",19,491,False
ganm_2654,იმკვეხარიან,"კვეხულობენ. ტაეპის აზრია: შენი მნახველები მართალნი არიან, რომ შენს ნახვას კვეხულობენ, შენი ნახვა მართლაც რომ სასიხარულოა!",19,491,False
ganm_2655,აწ,ახლა.,19,492,False
ganm_2661,აწ,ახლა.,19,492,False
ganm_2656,თუცა,თუმცა.,19,492,False
ganm_2657,გმართებს,გეკუთვნის.,19,492,False
ganm_2658,შემოსა,"ტანსაცმლის ბოძება, მეფური წყალობის ნიშანი.",19,492,False
ganm_2659,ვის მორჭმით მოგივლენიან,"ვისაც გამარჯვებით, დიდებით მოგივლია შენი გზა, ძლევით შემოსილხარ, გაგიმარჯვია.",19,492,True
ganm_2660,მაგა კაბათა,"მაგ ტანსაცმელს. ა და ბ ტაეპების აზრია: თუმცა შენი გამარჯვებით შემოსვა დაიმსახურე, როგორც ჩვენი განსაკუთრებული წყალობის ნიშანი, მაგრამ არ შეგმოსავთ, ტანსაცმელს არ გამოგაცვლევინებთ, რადგან ეგ შენი ახლანდელი სამოსი მეტად გშვენის.",19,492,True
ganm_2655,აწ,ახლა.,19,492,False
ganm_2661,აწ,ახლა.,19,492,False
ganm_2662,საჭურჭლე,"აქ: საგანძური, სიმდიდრის საცავი.",19,492,False
ganm_2663,საჭურჭლეთანი,"საგანძურებისა, სიმდიდრის საცავებისა.",19,493,False
ganm_2664,თაყვანის-ვეც,"ვეთაყვანე; მდაბლად, ქედმოხრით მადლობა გადავუხადე.",19,493,False
ganm_2665,დავლანი მათთა სვეთანი,"მათი ბედის იღბლიანობა, სიმაღლე-სიდიადე.",19,493,True
ganm_2666,ადგეს,ადგნენ. ლაპარაკია მეფე-დედოფალზე.,19,493,False
ganm_2667,ზომნი ვით გითხრნე,"ზომას როგორ გეტყვი! სისავსეთანი. ლაპარაკია ლაშქრის ავსებაზე საბოძვრით, ქონებით.",19,493,True
ganm_2668,კვლაცა,ისევ.,19,494,False
ganm_2669,მღერა,"აქ: თამაში, ხუმრობა.",19,494,False
ganm_2670,ბარბითი,ბარბითის (საკრავია) დაკვრა.,19,494,False
ganm_2671,დედოფალნი,ლაპარაკია დედოფალზე და ნესტან-დარეჯანზე.,19,494,False
ganm_2672,წამოვიდეს,წამოვიდნენ.,19,494,False
ganm_2673,შეეყარა მწუხრსა დღე რა,რომ შებინდდა.,19,494,True
ganm_2675,ძილ-პირამდის,ძილის დრომდე. ტაეპის აზრია: ვერავითარი მხიარულება ვერ შეედრებოდა ამ მხიარულებას.,19,494,False
ganm_2674,ვერა,ვერაფერი.,19,494,False
ganm_2676,მიგვჭირდა,გაგვიჭირდა.,19,495,False
ganm_2677,დოსტაქნისა,სასმისის.,19,495,False
ganm_2678,საწოლს,საძინებელ ოთახში.,19,495,False
ganm_2679,ცნობა,გონება.,19,495,False
ganm_2680,ვითა,როგორც.,19,495,False
ganm_2681,რეტისა,"რეტიანის, თავზე კონტროლდაკარგულის.",19,495,False
ganm_2682,ძალი,ძალა.,19,495,False
ganm_2681,რეტისა,"რეტიანის, თავზე კონტროლდაკარგულის.",19,495,False
ganm_2684,მეგონებოდის,მაგონდებოდა.,19,495,False
ganm_2681,რეტისა,"რეტიანის, თავზე კონტროლდაკარგულის.",19,495,False
ganm_2687,იკითხავს,კითხულობს.,20,496,False
ganm_2688,აჯიღოსანი,პირმობურული.,20,496,False
ganm_2689,ავიჭერ,წამოვხტი.,20,496,False
ganm_2690,გულ-გამკრთალი,გულაძგერებული.,20,496,False
ganm_2691,ჩემს წინა,"ჩემს წინაშე, ჩემთან.",20,496,True
ganm_2692,მისად,"მის გამო, მის მაგიერ. ტაეპის აზრია: ნესტანის გამო ასმათის ნახვა მეამა.",20,497,False
ganm_2696,მისად,"მის სახლში, თავისთან. საერთო აზრია: ნორჩი ალვა (ნესტანი) ნეტა მივიდა უკვე თავისთან?",20,497,False
ganm_2692,მისად,"მის გამო, მის მაგიერ. ტაეპის აზრია: ნესტანის გამო ასმათის ნახვა მეამა.",20,497,False
ganm_2696,მისად,"მის სახლში, თავისთან. საერთო აზრია: ნორჩი ალვა (ნესტანი) ნეტა მივიდა უკვე თავისთან?",20,497,False
ganm_2692,მისად,"მის გამო, მის მაგიერ. ტაეპის აზრია: ნესტანის გამო ასმათის ნახვა მეამა.",20,497,False
ganm_2696,მისად,"მის სახლში, თავისთან. საერთო აზრია: ნორჩი ალვა (ნესტანი) ნეტა მივიდა უკვე თავისთან?",20,497,False
ganm_2693,ნეტარ,"ნეტავ. ტაეპის აზრია: ვაკოცე, ჩემი თაყვანება, ჩემს წინაშე მოხრა არ ვაცალე.",20,497,False
ganm_2694,მისრულა,მისულა.,20,497,False
ganm_2695,მორჩი,ნორჩი.,20,497,False
ganm_2692,მისად,"მის გამო, მის მაგიერ. ტაეპის აზრია: ნესტანის გამო ასმათის ნახვა მეამა.",20,497,False
ganm_2696,მისად,"მის სახლში, თავისთან. საერთო აზრია: ნორჩი ალვა (ნესტანი) ნეტა მივიდა უკვე თავისთან?",20,497,False
ganm_2697,სხვად ნურას მეუბნები,ამის გარდა ნურაფერზე მელაპარაკები.,20,498,True
